context,answer,label
"**Вы:** хочу мороженное)его тоже люблю).
мечта выспаться).
а у тебя какая?

**Собеседник:** Ахаха, такое ощущение будто ты на сессии, у меня купитьквартиру и собрать свою группу.
Ты играешь на каких-нибудь инструментах?
😁.

**Вы:** нет)не умею).
а ты на каком играешь?).
гитара?).",Банджо и укулеле. Тебе нравятся струнные?,people
"**Вы:** Согласен с тобой Маш, просто учительница пытаетсянас чему- то научить, но когда мы отлыниваю она злитсяи начинает нас запугивать 😅😅😅 Вау такая взрослая дочка, поздравляю !😉 Да у меня есть брат тоже живёт в Питерекак и ты) К сожалению мы с ним редко видимся, но уменя есть ноутбук и мы с ним общаемся по скайпу).

**Собеседник:** Ну, чуть пугать тоже нужно, чтобы вы не расслаблялись) Хорошо иметь брата, рада за тебя! Расскажи ещё что- нибудь о себе 😋.

**Вы:** У тебя хорошая сила воли и стремление делать то, чтотебе нравится и достигать новых вершин, думаю, я тожеоднажды добьюсь многого, спасибо за мотивацию 😉😉😉Главное успешно сдать экзамены 😂😂😂.","Спасибо за комплимент, я стараюсь 😊 А ты точно сдашь экзамены на отлично, я в тебя верю! А что у тебя за экзамены?",ai
"**Вы:** занимаетесь спортом?

**Собеседник:** Раньше любила кухню грузинскую.
Да. Люблю ещё отдых на природе.
А вы?

**Вы:** да, люблю)а кто вы по гороскопу?",Я по гороскопу Рак.,ai
"**Вы:** Да, я тоже! Я вообще очень собак люблю. Они действительнодрузья людей).
Не знаю что бы я делал, если бы у меня не было Рекса.

**Собеседник:** А я люблю готовить! Только вот жаль, живу один и недля кого ... Поэтому и хочу себе хвостатого друга! Буду радовать его своими кулинарными шедеврами 😁.

**Вы:** Эх, мне бы кто готовил. Я живу с родителями, но этогосовсем не ощущаю. Как будто незнакомые люди. Я тона работе, то на тренировках с Рексом. Времени катастрофическине хватает. Мало ем, очень мало сплю. Кошмар однимсловом).
Готов быть твоим другом, если будешь подкармливатьиногда).","Нет, я сейчас свободен. А бытовую технику для дома я обычно покупаю в интернет-магазинах.",ai
"**Вы:** Русскую.
А ты?

**Собеседник:** Русскую и украинскую.
Есть сын.

**Вы:** Сколько лет?
Сколько лет сыну?","Совсем взрослый, через неделю семь лет будет, в школу скоро пойдет.",people
"**Вы:** Ты зарабатываешь на рыбках.
?

**Собеседник:** Да.
Это очень интересно.
А ты?

**Вы:** Грибочки.
Продаю.
На остановке.","О, это интересно! А как часто ты продавал грибы на остановке?",ai
"**Вы:** сначала пишу в черновик, потом в чистовик.

**Собеседник:** Умничка.
А мне это тоже предстоит пережить.
Боюсь.
Не знаю как с детьми ладить буду.
Что б не бить ребенка и не кричать.
Как псих.
Ты ходишь в какие-то секции?

**Вы:** мне кажется что люди которые живут у моря счастливее. С мамой домашнее задание это наказание, а с папойничего так, он объясняет понятнее что ли.
и не дерется. Да, на Джиу Джитсу.
правда только 3 месяца, но мне нравится.",я счастлив что живу на Волге моё хобби рыбалка,people
"**Вы:** Ты замужем?

**Собеседник:** но я правда по моде и красоте выступаю там всякиемодные тренды и т. п.
да замужем.

**Вы:** Я пока нет) Наслаждаюсь свободой 😂 И детей нет, двухмладших сестёр хватает).",А я единственный ребёнок в семье.  Братья и сёстры только двоюродные.,people
"**Вы:** Здорово! У меня тоже на позитиве! Я очень давно хочув Бразилию, и кажется сегодня моя мечта сбудется!Вечером поедем с подругой в турфирму оплачивать наштур 🤣.
А у тебя есть мечта?

**Собеседник:** Давно хочу завести лабрадора, прям с детства хочусобаку. Может когда дочка подрастет заведу).

**Вы:** Моей собаке уже 5 лет, и я даже не представляю, какя могла жить без неё раньше ?! 🤗 Я думаю, что у тебявсе получится, и у вас скоро обязательно появитсяпитомец! Ведь они такие милые !!
Что сегодня будешь готовить на ужин?","Скорей бы подросла! Готовить ничего не буду, меня на ДР подруга пригласила.",people
"**Вы:** Мне 20 лет.
Чем ты увлекаешься?

**Собеседник:** Боксом.
Мне 30.

**Вы:** Ммм.
А я парикмахер.
Сейчас занимаюсь тем, что открываю новый салон.","Круто, что ты парикмахер!",ai
"**Вы:** Но я очень люблю собак.

**Собеседник:** У меня есть кошка зовут Соня.

**Вы:** Интерено.
А я собак люблю.",Собаки - это замечательные животные! А какая порода тебе нравится больше всего?,ai
"**Вы:** я тоже кушаю морковь и капусту.

**Собеседник:** Черепаха самое беззаботное существо.

**Вы:** я черепаха)).",Для черепахи ты слишком быстрая) что делаешь?,people
"**Вы:** Начальных классов:).

**Собеседник:** Собака друг человека.
Вам нравится ваша работа?

**Вы:** В свободное время пеку пончики, занимаюсь пилатесом:).
А раз в год путешествую:).
Уже всю Англию объездила:).
А Вы чем увлекаетесь?",Люблю читать книжки. Занимаюсь йогой. А что тебе нравится в пилатесе?,people
"**Вы:** А я лингвист. Работаю переводчиком.
Частенько помогаю в приюте и хочу что бы попугаи развлекалидетей).
Но научить говорить оказалось сложно).

**Собеседник:** Это очень круто) я хирург, у меня высшее образование).
Это очень мило).
У меня правда еще нет детей.
Но занимаюсь благотворительностью.

**Вы:** А танцевать любишь? Я просто обожаю.",Я не люблю танцевать,people
"**Вы:** Как зовут кстати тебя? Ну вот, рисую только, пою.Бывает ещё стихи пишу.
У тебя есть семья?

**Собеседник:** О как) Я Андрей) А ты? Та нет, есть только собака... Очень хочу. А у тебя?

**Вы:** Меня Ира зовут. У меня есть, очень люблю семью свою. Сын ещё маленький. И собака у нас тоже есть :).","У меня тоже есть пёсик, зовут его Барон.",ai
"**Вы:** Я мечтаю много путешествовать. Для этого нужно многозарабатывать.

**Собеседник:** я тоже, но пока денег нету, выбираемся, на природу, очень любим это дело) не хочешь поехать с нами вследующий раз?

**Вы:** Спасибо за приглашение.
Было бы здорово.","Но как-то не могу определиться с местом и временем. Может быть,",ai
"**Вы:** Ничего) главное что они есть).

**Собеседник:** Конечно.

**Вы:** У меня тоже есть семья) Муж и двое деток).",А сколько лет детям?,people
"**Вы:** 18 а тебе?

**Собеседник:** Мне 14, и меня две 🤣.

**Вы:** Как так ?😂.",Раздвоение личности,people
"**Вы:** Класс!

**Собеседник:** И люблю больше джаз и все такое.

**Вы:** Я люблю котов.",Они такие милые и пушистые. А ты любишь кошек?,ai
"**Вы:** работаю продавцем).
у меня сын, Алеша 4 года.

**Собеседник:** Какое твое хобби, я очень люблб печь всякие вкусняшки.
ты любишь торты.
Чем любишь заниматся в свободное время?

**Вы:** я вышиваю крестиком и читаю).
готовить люблю).",а еще я люблю играть в настольные игры и смотреть фильмы.,ai
"**Вы:** У меня вот работа хорошая- я блогер) Поэтому и говорю, не бойся издавать рассказы.
Видосики делаю на Ютюбе. Пою неплохо).

**Собеседник:** Согласен, твоя работа по нашему времени интересныйисточник доходов.
А тема твоих видосиков?

**Вы:** Да разные темы, «что вижу то пою»)))).","Может, когда-нибудь мы сможем сотрудничать и создать что-то крутое вместе?",ai
"**Вы:** Вот собираюсь поехать на отдых.

**Собеседник:** А я врачом работаю.

**Вы:** Рад знакомству, ты откуда?
Ого.","Привет! Я из Москвы, а ты?",ai
"**Вы:** Ого.
Круто.

**Собеседник:** Ага))Кем-то работаешь или учишься?

**Вы:** Програмистом  работаю.
А ты?",Круто!,ai
"**Вы:** Надеюсь на это .😉 Хотя я не слишком хорошо схожусьс людьми. Мне иногда даже интереснее гулять со своейсобакой по лесу, чем идти на встречу с друзьями. Можносказать, что Сима- мой лучший друг 😜.
Так что советую тебе завести собаку.

**Собеседник:** Обязательно заведу.

**Вы:** Я не работаю, я еще учусь. Думаю поступать в физ.мат., я вроде умная 😀.",И кем хочешь работать после получения образования?,people
"**Вы:** Магазин с канцтоварами.

**Собеседник:** А у вас есть форма?

**Вы:** В магазине нет.","А не подскажешь, где можно поискать?",people
"**Вы:** А каким спортом занимаешься?

**Собеседник:** На коньках катаюсь. Это правда больше хобби.
А сейчас на костылях).

**Вы:** Ну это все пройдёт.",А как давно ты занимаешься этим видом спорта?,ai
"**Вы:** Ох, а я если сменю работу- то в цирк пойду. У менядаже диплом клоуна есть. Так что какая разница, гдеим быть- в думе или цирке 😂.

**Собеседник:** Молодец Игорь)) верю в тебя.

**Вы:** А я в тебя 👍🏻.",А ты кем работаешь?,people
"**Вы:** Завидую вам, я переживаю не самый лучший этап в жизни, так как нахожусь в разводе.
Да и в добавок плачу алименты.

**Собеседник:** Я самый старший в семье,а вы?

**Вы:** Да и вдобавок плачу алименты.
Я единственный в семье.","А хотели бы, что бы было иначе?",people
"**Вы:** На самом деле только поначалу кажется круто).
Часто бывает и скучно.
Ничего не разрабатываю. Ищу и исправляю ошибки в ужесуществующих приложениях.

**Собеседник:** Чем занимаешься вообще.
В свободное от работы время.

**Вы:** Да этим и занимаюсь. Вот в отпуск скоро. В горы поеду. На лыжах давно не катался).",Природа это кайф,people
"**Вы:** А я люблю играть только на собственных связках ...говорят я неплохо пою) мой брат играет на гитаре иу нас что- то вроде группы).
Не страшно, ты же не дашь в обиду?).

**Собеседник:** Это круто. Мой брат скрипач.
Я - ни за что) загрызу любого).

**Вы:** Ооо, так наши семьи творческие).
Какой отважный!).","Как здорово, что у вас есть своя музыкальная группа!",ai
"**Вы:** Это здорово) возможно это сделает Здоровье лучше.

**Собеседник:** Да.

**Вы:** Я сейчас тороплюсь.","Мне надо в поликлинику, на прием к стоматологу.",ai
"**Вы:** А сколько тебе лет?

**Собеседник:** 20.
А тебе?

**Вы:** О, пора замуж выходить👑👑.","Ну, я еще не готова к замужеству, но спасибо за напоминание!",ai
"**Вы:** Но сейчас получаю специальность слесаря.

**Собеседник:** Круто. Слушай, а что делаешь в свободное время?

**Вы:** Хочу уехать на север и поступить в университет.
Гуляю.
А ты?","В свободное время я люблю читать книги, смотреть фильмы и заниматься спортом.",ai
"**Вы:** А я однажды потерялся в лесу. Еле выбрался.
Как ты отдыхаешь?

**Собеседник:** С твоей работой,тебе злые волки не страшны)))).
Слушаю музыку, чаще клубное или попсу. А тебе какойстиль нравится?

**Вы:** О, я просто обожаю музыку. Она везде со мной. Слушаювсё, под настроение. От некоторых композиций пряммурашки по телу.","Ого, потеряться в лесу это страшно! Я обычно отдыхаю на природе, гуляю по паркам и лесам.",ai
"**Вы:** пишешь стихи?
или музыку?

**Собеседник:** Мама преподаватель фортепьяно отец художник...))).
Рисую.

**Вы:** у меня более скучное занятие, работаю секретарем встроительной фирме.","Не думал о том, чтобы сменить работу?",people
"**Вы:** Ещё у девушки есть дочь от первого брака, и я оченьлюблю заниматься с ней чтением книг и математикойдля дошколят ))).
Пельмени ☺.

**Собеседник:** Ну ничего себе! Какой ты молодец!).

**Вы:** Японские😄.","Я тоже люблю японскую кухню, но никогда не думал о том, чтобы",ai
"**Вы:** ну а ты чем занимаешься.

**Собеседник:** Машинами, в основном. Ещё люблю футбол смотреть.

**Вы:** У меня дружная семья чего и вам желаю.",Спасибо. Предлагаю дружить семьями,people
"**Вы:** И котята наверно все девочки будут, раз аура такая🤣.

**Собеседник:** Да походу😂.

**Вы:** Газелька это хорошо, каждый день разгружаю 🤪.",Газелька - это неплохой автомобиль для работы.,ai
"**Вы:** А у меня кот.
Гарфилд, рыжий и жирный 🤣.

**Собеседник:** Я больше люблю собак.
Гулять с ними.

**Вы:** Есть ещё хобби кроме игор на компе?
О чем мечтаешь?","Конечно, есть!",ai
"**Вы:** Работяга я) работаю на стройке) жена у мене есть и2е детей. Уже 10 лет как женат.
А у тебя что интересного?

**Собеседник:** А меня уволили, так что пока есть свободное времяя совершаю прогулки на велосипеде, я очень люблю рыбалку.

**Вы:** Круто я тоже люблю рыбалку )) так сказать отдохнутьот всего на природе.",Да) Как часто ездишь на рыбалку?,people
"**Вы:** старшие.
9-11.

**Собеседник:** самое интересное.
максимумы и минимумы.

**Вы:** ну да с ними весело.",У вас есть хобби?,people
"**Вы:** Почему? а где старшее поколение? или что, все разъехалисьна заработки?
Вообще как с работой там?

**Собеседник:** Река большая, длинне Волги)).
Старшее поколение конечно же есть, количество населенияне меняется просто :) сколько студентов уехало столькоже и приехало ))) над этим в прожекторперисхилтондавно уже долго шутили :))).

**Вы:** Василий, извини, мне пора уже, рад был познакомиться) удачной рыбалки !!",Спасибо! А ты как к рыбалке относишься?,people
"**Вы:** Я путешествую.
Очень люблю это дело.

**Собеседник:** С породою пока не определился.

**Вы:** Люблю искать архивы новых городов и стран, поэтомудрузья меня называют архивным юношей.
У меня есть собака.
Алабай.
Вообще моя мечта , заархивировать все.","Есть такой фантастический роман, старый. В итоге землю покрывает пустыня, каждая песчинка кристалл с информацией о чём-то. Читал?",people
"**Вы:** Мама смотрела.
Тоже в восторге от них).

**Собеседник:** Вам повезло.
А мне надо найти, кто посмотрит за моими кошечкамикогда я соберусь в отпуск.

**Вы:** Приехали, а кушать нечего. Вот ждём свои любимые суши)) Надо поужинать и спать собираться).
Мечтаем уже о следующем отпуске.",Суши - это всегда хорошо! А куда планируете поехать в следующий отпуск?,ai
"**Вы:** Хотя не очень люблю людей ;).

**Собеседник:** Хах.

**Вы:** Во всем  нужна мера, я знаю. Спасибо).
Сейчас бы в Молдавию, там тепло и хорошо.
А у нас за окном зима, снег и слякоть(.","Да, зима бывает тяжелой.",ai
"**Вы:** это да.

**Собеседник:** любишь фильмы？.

**Вы:** а я хожу только на свой огород, больше времени нехватает.",А ты какой последний фильм смотрел?,ai
"**Вы:** это да, жаль птичек и животных в целом, но все мыродились, чтобы потом умереть, как бы грустно этоне было.
но ты молодец, но одного/ два животных живых будетбольше.

**Собеседник:** Ага, естественный отбор так сказать ))) Выживает сильнейший.

**Вы:** а в каком фильме ты снимался.
?",Хотел бы сняться с тобой в каком нибудь сериале. ,people
"**Вы:** Выгуливаю своих собак в парке, а ты?
Зайду сейчас за пиццей и домой.

**Собеседник:** Я люблю работать, на месте не сижу, сейчас убираюв квартире. Где работаешь?

**Вы:** Я студентка, учусь на юриста.
В свободное время занимаюсь спортивными танцами.","А в свободное время я люблю заниматься спортом, особенно бегом и йогой.",ai
"**Вы:** Привет.

**Собеседник:** Привет).

**Вы:** Как тебя зовут?","Меня зовут Любомир , Слышал о таком имени ?",people
"**Вы:** нет нет нет.
Детей воспитывают рыбки).
Работаешь кем?

**Собеседник:** Их ожидает молчаливое взросление.

**Вы:** ни капли.",Рыбки - это тоже здорово!,ai
"**Вы:** Емм, я совсем еще подросток, мне 16.
У тебя есть хобби? Я люблю компьторные игры и поесть)))) Любимая еда- бургеры.

**Собеседник:** Это уже почти взрослая жизнь! Да, я люблю развлечения, потому что я веселый человек, а ещё смотреть на рассветыи закаты. Люблю солнце и всегда делаю фотографии.А ты?

**Вы:** Люблю активный и здоровый образ жизни, не курю, непью, занимаюсь спортом.
Какую еду ты любишь?",В основном домашнюю кухню. Люблю сам готовить и эксперементировать.,people
"**Вы:** Ух ты. Ты только портреты рисуешь или пейзажи тоже?

**Собеседник:** Все рисую) пейзажев особенно много рисую, так какпровожу много времени на природе.

**Вы:** Не поверишь, я тоже.
Много бываю в разных местах. Иногда красивых, иногдавообще не приятных.","Как здорово, что мы оба любим природу и рисование! А какие места ты посещал и рисовал?",ai
"**Вы:** Ну я работаю в одном большом ресторане в Москве администратором.
Я обожаю путешествовать, колесить по свету, простопомешан на путешествиях, мечтаю объездить весь мир. А ты?

**Собеседник:** Ух ты,похвально.

**Вы:** Чем ты занимаешься? Какое у тебя хобби?
Извини за не скромный вопрос , ты замужем?
Вика , ты здесь ?",Я крестиком вышивать умею.,people
"**Вы:** Как один из ГГ моиего любимого аниме.
Спасибо, я занимаюсь.

**Собеседник:** Каким же?

**Вы:** 15 лет мне.
Футбол.","Я тоже люблю заниматься спортом, особенно бегом и йогой.",ai
"**Вы:** Дааа.
Я колекционирую ручки.
От различных известных фирм.
А ты?

**Собеседник:** А я вот обожаю красивое письмо и недавно начала посещатькурсы по каллиграфическому письму.

**Вы:** Ммм.
Отлично.
Ты очень интересный человек.","Спасибо, ты тоже очень интересный собеседник!",ai
"**Вы:** Это выкину сразу..А запах останется.

**Собеседник:** Поняла 😁.
А сыр вы кушаете ?

**Вы:** Сыр тоже нельзя. По- вашему я веган. Нам ничего нельзя. Только фрукты разные6 папайю, маракуйю и т. д. О, помидоры еще можно.
А вы чем занимаетесь. А то все обо мне.","Я не могу заниматься ничем, кроме как есть фрукты и овощи. У меня",ai
"**Вы:** В МЧС бойцом)) а ты работаешь?).

**Собеседник:** Да ,а я риэлтор ))).
А из какого ты города ?

**Вы:** ООО круто) я новокузнецк) а ты с какого?).",почти земляк,people
"**Вы:** Алиса.
А тебя?

**Собеседник:** Очень приятно, Алиса. Я катя.

**Вы:** Взаимно ).
Чем увлекаешься , Катя?
Ты здесь).
?","Я занимаюсь с катанием на скейтборде, очень люблю ходить в походы.",people
"**Вы:** Но больше люблю гулять по парку.

**Собеседник:** У тебя есть домашние животные?

**Вы:** Нет.
Любишь гулять?","Гулять по парку это так здорово, особенно когда погода хорошая! У меня есть кошка, она очень ласковая и игривая.",ai
"**Вы:** Киповцы мы.

**Собеседник:** Кушать хочется... Картошечки б жареной...
Даже кот орет требует еды😁.

**Вы:** Мороженого бы.
А я ещё тренеруюсь все жрать незя.",Можно иногда и себе позволить немного греха😉.,ai
"**Вы:** Я учитель, на мою зп не прокормишь девушку😅.

**Собеседник:** У меня нет детей, но есть два брата за которыми надоследить как за детьми.
Ахаха, да учителя у нас нынче мало зарабатывают.
А какой предмет ты ведешь?

**Вы:** Математику).",Математика - это интересно!,ai
"**Вы:** У меня все хорошо,спасибо).
А у тебя?
Ты мужчина?

**Собеседник:** Я женщина
Так себе у меня настроение.
Как тебя зовут?

**Вы:** Почему такое настроение?
Аня. А тебя?",Меня Любовь. Правда сегодня у меня настроение всех убивать,people
"**Вы:** Да я люблю животных, но у меня пока их нет. Так какя работаю водителем, и часто езжу на командировки.

**Собеседник:** Водитель здорово ,много путешествуете.

**Вы:** Да повидал много городов... А вы кем работаете?
Или чем вообще по жизни занимаетесь? Хобби?","Да, работа водителем дает возможность много путешествовать и увидеть много интересных мест.",ai
"**Вы:** Прости а это кто ?

**Собеседник:** С религией связано.

**Вы:** Ого , неожиданно.","Да, это действительно интересная тема.",ai
"**Вы:** хах)) А что там, в соседнем городе?

**Собеседник:** На самом деле ничего интересного, но так как я люблюпутешествовать, мне нужно куда- нибудь ездить, а денегу меня нет, я их только коплю.

**Вы:** Если прям очень любишь а денег ёк попробуй электричками, стоят не дорого и завести могут ой ёй )) Но лучшемаршрут заранее планировать конечно.","Мне хочется в теплые страны, подальше.",people
"**Вы:** А я люблю зимой на коньках.

**Собеседник:** Меня пытались научить кататься на коньках.
Но я слишком боюсь упасть.
Поэтому коньки - не мое.

**Вы:** Падать надо правильно, с этого учат обычно.","Но я не знаю, как правильно падать. Может, вы мне подскажете",ai
"**Вы:** Да.2прекрастных кота.

**Собеседник:** Супер, обожаю котов.

**Вы:** Я тоже.",Они такие милые и пушистые. А у тебя есть домашние животные?,ai
"**Вы:** мне 19 лет.

**Собеседник:** А ну мы почти на одной волне😊.
Тебе нравятся девушки обритые наголо?).

**Вы:** если только ниже пояса).",ха ха,people
"**Вы:** Извини, конфеты ставил.
Молодец!
А я пародировать певцов умею.
А не обманывать - нет(.

**Собеседник:** Каких?

**Вы:** Егора крида.
Киркорова.
))).",продемонстрируешь?,people
"**Вы:** Ищу компанию, готовых ближе к лету со мной отдохнутьв горах, на природе. Ну и жену себе ищу. Так надоелобыть одному. Очень устал ...
А ты чем занят/занята? Небось уроки учишь?

**Собеседник:** А я влюблена! В одного мальчика из паралельного класса, он как- то раз сказал, что хочет аквариумных рыбокпосмотреть и я позвала его к себе домой. А ещё мыиграли в настолки. Но сейчас нет, я на физкультуре. Сижу в раздевалке, потому что у меня плохо получаютсяигры с мячом. И вообще физра это фу.
А что ты не любишь?

**Вы:** Не люблю кошек, т. к. страдаю аллергией на кошачьюшерсть. А ты?","Люблю кошек, но тоже страдаю аллергией, так что прекрасно понимаю.",people
"**Вы:** Да, достаточно хорошо, даже очень.
Не-а, но хотел бы ;).
А у тебя?

**Собеседник:** у меня котята, Ниф, Наф, Нуф ,рыжик и ММуза).
я им рисую... картины по момерам))))))).

**Вы:** 😟.",А ты любишь животных?,ai
"**Вы:** Готовить.

**Собеседник:** У тебя есть мечта?

**Вы:** Ну тут, разное, рыбу жареную, филе, курицу запеченую, просто обожаю, и пироги.","Не-а, главное они не кусаются?",people
"**Вы:** Хм.
Там ж вроде солист умер.
Или не.

**Собеседник:** Рома.

**Вы:** Хм.",Очень содержательный ответ). Какую музыку вы любите?,people
"**Вы:** Супер хорошее развлечение у тебя, а мне ещё к сестрепо этим черновым пробкам!
Кем работаешь Катя?

**Собеседник:** Ты москвич?
Я работаю косметологом.

**Вы:** Москвич, был.",А кто теперь?),people
"**Вы:** Везет.

**Собеседник:** Ты бывал за границей?

**Вы:** Мне 19лет.","Я никогда не был за рубежом. Но я знаю, что есть много интересных",ai
"**Вы:** Я одна из трёх девушек, которая состоит в фан- клубе.
Болею за Салават.
😁.

**Собеседник:** Как круто! С парнем будете ходить
😃.
👍.

**Вы:** Парни говорят, что это не женское.
Но мне как то пофиг😁.",У меня есть парень и мы любим друг друга. Так что я буду болеть,ai
"**Вы:** Что случилось?

**Собеседник:** Движок стуканул...
А ты в дальних странах бываешь？.

**Вы:** Был один раз, это дорого ). Сейчас езжу с семьей,все ближе к дому выбираем места.
Я люблю детей, но путешествовать с ними бывает трудно:). Сами были такими непоседливыми.","О, я тоже люблю путешествовать с семьёй!",ai
"**Вы:** Это правильно нужно любить свою работу, как я любилюдетей и школу. Теперь обучаю малышей, может кто- тоиз них будет как ты.

**Собеседник:** Очень приятно ).
Как ты выглядишь?

**Вы:** Пока ещё молодая и красивая ))) не как те учителякоторые нас учили ))).
Я уже допила свой любимый коктейль и мне нужно уходитьна прогулку около моря.","Спасибо за комплимент, но я думаю, что внешность не самое главное.",ai
"**Вы:** Чудесно!

**Собеседник:** Какой спорт предпочитаете?

**Вы:** Я практикую йогу.
У меня сердце справа. Мне легче даются асаны.",А вы?,ai
"**Вы:** люблю рок.

**Собеседник:** Отдыхаю, плавая в бассейне, ходим на природу с семьей. У меня сынок первоклассников.

**Вы:** оу, круто).
счастья вам).","Спасибо, друг! Я тоже очень рад нашему общению. А что у тебя нового?",ai
"**Вы:** Карандашом, краски с детства не люблю.

**Собеседник:** В основном струнные в последнее время. Хотя и на баянеи на аккордионе умею. Сейчас гитару осваиваю.

**Вы:** У меня отец хорошо на гитаре умеет, хотя и самоучка. А мне медведь на ухо наступил, ни петь, ни игратьне умею(.","Не переживай, это никак не влияет на твою крутость!",ai
"**Вы:** Не всегда получается. Это очень убивает марально .

**Собеседник:** У меня просто очень, пятеро детей! Ещё и мама женыс нам. Живете. Так что все все время на работе.

**Вы:** Жёнушка и два любимых сына.
Ого.",Большой семьей лучше жить в отдельном доме. У тебя есть дом или дача?,people
"**Вы:** Везёт вам, а у нас с утра такие пробки .... что невыехать с района .. а вечером тоже самое, только всторону дома ... с каждым годом все больше машин,поэтому и пробки все больше и больше.
Даже жена говорит, что мужчины готовят вкуснее, ис радостью уступает место на кухне).

**Собеседник:** Да уж... Не совсем удобно.

**Вы:** А у тебя дома есть какие нибудь животные? Я простоочень из люблю, но могу только кошку позволить, сиамскуюзавел, красивая, хоть и злая).","Кошек я тоже люблю. Но получилось так, что завел собаку)). А сколько твоей кошке лет? Гуляешь с ней, или она только дома гуляет)?",people
"**Вы:** Живу тут пока.
А какое твоё хобби.

**Собеседник:** Вот и я думаю поехать заграницу,хочу разбогатеть.

**Вы:** Неплохая мысль.",А ты не хочешь разбогатеть,people
"**Вы:** Кропивницкий.

**Собеседник:** А кем бы ты хотела работать ?

**Вы:** Люблю рисовать.","Круто, я тоже люблю рисовать!",ai
"**Вы:** Не знаю) я как то далеко от этого).

**Собеседник:** Отдохну в отпуске).

**Вы:** А занимаюсь альпинизмом.",И как получается?,people
"**Вы:** Я байкерша, только с медицинской практики приехала. Кстати учусь на медсестру).
Что делаешь ты? Какие занятия у тебя?

**Собеседник:** Круть, а я волейболист.
И ещё люблю в хоккей играть.
Ты животных любишь?

**Вы:** Люблю фотографировать спортсменов и свою собаку. Кстати, я не замужем :).",я тоже свободен,people
"**Вы:** А я вот о машине мечтаю.

**Собеседник:** А кем вы работаете то?

**Вы:** Кинокритик.
А вы?","Я работаю в IT-компании, занимаюсь разработкой программного обеспечения.",ai
"**Вы:** Я стараюсь следить за здоровьем Просыпаюсь рано- бег, завтрак, потом спорт зал.
Стараюсь проводить время с друзьями.
Наслаждаюсь жизнью.
Куда ты хочешь полететь?

**Собеседник:** Это здорово).
Не знаю,возможно сначала в Египет.

**Вы:** Обычно из Питера сначала летят в Европу.
Чем нравится Египет?",Всегда мечтал посмотреть на пирамиды.,people
"**Вы:** Жена наверное бывает рада когда вы пироги печете.

**Собеседник:** Да, есть такое).

**Вы:** Нравиться смотреть кино.
Часто хожу в кинотеатр.",Какое кино тебе больше всего нравится? Я люблю смотреть комедии и фантастику.,ai
"**Вы:** да, работаю в семинарии.
удобно очень.
и от дома недалеко.

**Собеседник:** Прекрасно.
У тебя есть домашние животные?

**Вы:** три кошки, а у тебя?",У меня две крысы. Это очень умные и дружелюбные животные. Не боитесь крыс?,people
"**Вы:** Мама научила.

**Собеседник:** поделись рецептом.

**Вы:** Компьютер. Я игроман.
Мама для пиццы мне только доверил начинку раскидать.
Я колбасу побольше туда накидал.
И огурец.
За сто от мамы попало.
Больше пиццу не пеку😂.","Ну вот, а я хотела рецепт узнать)))",people
"**Вы:** Давай знакомится?
Меня коля я сантехник? А ты кем работаешь?
Сколько лет?

**Собеседник:** Я не работаю, я учусь и мы с тобой тёски, ведь я тожеКоля, мне12 лет и я в 6 классе, кстати я неплохо учусь.
Нравится ли тебе работать сантехником? Или у тебябыла другая мечта?

**Вы:** Ой а я закончил ПТУ,.
Норовисты работа.
На работе познакомился с женой и у меня от неё 3 детей.
А какое твоё хобби?
Танцами занимаешься?",Все хобби связанные с творчеством... ,people
"**Вы:** А у тебя машина есть?

**Собеседник:** В моя мама на мальте.
У меня самолёт.

**Вы:** Мальта?
Это город такой?",Мальта - это островное государство в Средиземном море.,ai
"**Вы:** Хороший отзыв, ещё больше появилось желание поехатьтуда).

**Собеседник:** Если поедешь, то обязательно загляни в Сыроварню АркадияНовикова) очень вкусно и сытно.

**Вы:** да, с этим не поспоришь. особенно круто там бегатьи кататься на велике 😍 благодаря набережной у меняспортивная фигура).
Спасибо за совет, надо будет запомнить).
А тебя как занесло в Хабаровск?) где тут был?",По работе. Кем работаешь?,people
